18-06-2026,13:29,ODAX C25250.00 19JUN26,DE000F3HWML8,ERX,XEUR,-2,"11,0000",EUR,"110,00",EUR,"110,00",,"0,00","-1,50","108,50",a27b7090-28a9-40a0-a925-ee55154ff7a8
18-06-2026,13:28,ODAX C25100.00 19JUN26,DE000F12Q429,ERX,XEUR,1,"30,0000",EUR,"-150,00",EUR,"-150,00",,"0,00","-0,75","-150,75",12b2baf2-9c82-41ee-9c0f-c3441c735093
18-06-2026,13:27,ODAX C25400.00 19JUN26,DE000F1NG3Y4,ERX,XEUR,1,"5,4000",EUR,"-27,00",EUR,"-27,00",,"0,00","-0,75","-27,75",ba13e257-815b-4d56-aa2a-9e74a6eebd7c
18-06-2026,09:54,SAP C154.00 17JUL26,DE000F3K7M22,ERX,XEUR,1,"1,4000",EUR,"-140,00",EUR,"-140,00",,"0,00","-0,75","-140,75",366a14c5-9717-43d8-9fe9-619fdc46d12d
18-06-2026,09:50,SAP C160.00 17JUL26,DE000F3K7M89,ERX,XEUR,-1,"0,6200",EUR,"62,00",EUR,"62,00",,"0,00","-0,75","61,25",39e3e41c-8a76-42b7-8cd4-f9d959e5a0ed
17-06-2026,15:57,ODAX C25400.00 19JUN26,DE000F1NG3Y4,ERX,XEUR,-1,"7,0000",EUR,"35,00",EUR,"35,00",,"0,00","-0,75","34,25",785e0123-8765-4830-8a60-1b316bfedcce
17-06-2026,15:57,ODAX C25250.00 19JUN26,DE000F3HWML8,ERX,XEUR,1,"14,0000",EUR,"-70,00",EUR,"-70,00",,"0,00","-0,75","-70,75",c88bebd1-6922-4432-8ea5-393367ad934a
17-06-2026,13:38,ODAX P22500.00 17JUL26,DE000F3K3NW9,ERX,XEUR,-2,"29,0000",EUR,"290,00",EUR,"290,00",,"0,00","-1,50","288,50",3533ff69-daf2-45dd-aa70-15486b64b641
17-06-2026,13:34,ODAX P23000.00 17JUL26,DE000F3K3PG7,ERX,XEUR,2,"45,0000",EUR,"-450,00",EUR,"-450,00",,"0,00","-1,50","-451,50",56fd00b7-2b1e-406e-b0b8-94c1a12b5a92
17-06-2026,10:42,ODAX P22500.00 17JUL26,DE000F3K3NW9,ERX,XEUR,-2,"32,0000",EUR,"320,00",EUR,"320,00",,"0,00","-1,50","318,50",f126ae51-13f4-429e-9989-d6f12ffcc078
17-06-2026,10:42,ODAX P23000.00 17JUL26,DE000F3K3PG7,ERX,XEUR,1,"51,5000",EUR,"-257,50",EUR,"-257,50",,"0,00","-0,75","-258,25",b96f3d83-ba4d-43e1-bf45-2b414c8cf95a
17-06-2026,10:42,ODAX P23000.00 17JUL26,DE000F3K3PG7,ERX,XEUR,1,"51,5000",EUR,"-257,50",EUR,"-257,50",,"0,00","-0,75","-258,25",b96f3d83-ba4d-43e1-bf45-2b414c8cf95a
17-06-2026,09:57,ODAX C25000.00 19JUN26,DE000F1NG3U2,ERX,XEUR,-1,"58,0000",EUR,"290,00",EUR,"290,00",,"0,00","-0,75","289,25",51f6e998-193c-4239-9c2f-7e8cfa704862
17-06-2026,09:57,ODAX C24500.00 19JUN26,DE000F1031B8,ERX,XEUR,-1,"376,0000",EUR,"1880,00",EUR,"1880,00",,"0,00","-0,75","1879,25",044c53ed-f419-4e40-9ad1-a7ddf890a2b4
17-06-2026,09:56,ODAX C24750.00 19JUN26,DE000F3FF7W8,ERX,XEUR,2,"185,0000",EUR,"-1850,00",EUR,"-1850,00",,"0,00","-1,50","-1851,50",3de04b4a-46f9-4288-a44d-ff5b0dc4269b
16-06-2026,11:33,ODAX P23750.00 17JUL26,DE000F3K3QR2,ERX,XEUR,1,"93,0000",EUR,"-465,00",EUR,"-465,00",,"0,00","-0,75","-465,75",9783ef00-09e5-4274-a2e2-c4125927fafc
16-06-2026,11:33,ODAX P24000.00 17JUL26,DE000F3K3RC2,ERX,XEUR,-2,"120,5000",EUR,"1205,00",EUR,"1205,00",,"0,00","-1,50","1203,50",b3f352c8-157c-4cce-a62b-3c9f32b4979f
16-06-2026,11:32,ODAX P23500.00 17JUL26,DE000F3K3P56,ERX,XEUR,1,"71,5000",EUR,"-357,50",EUR,"-357,50",,"0,00","-0,75","-358,25",4b892245-9969-4b88-88ec-97959db6de58
16-06-2026,11:20,ODAX P24000.00 17JUL26,DE000F3K3RC2,ERX,XEUR,-1,"122,0000",EUR,"610,00",EUR,"610,00",,"0,00","-0,75","609,25",258883b0-3b7e-43e9-9ff5-a8ca03a1b99b
16-06-2026,11:20,ODAX P24250.00 17JUL26,DE000F3K3RY6,ERX,XEUR,1,"161,0000",EUR,"-805,00",EUR,"-805,00",,"0,00","-0,75","-805,75",bc31f8a5-0c11-42dc-be7c-8ec5828e5859
15-06-2026,16:20,ODAX C25000.00 19JUN26,DE000F1NG3U2,ERX,XEUR,-2,"126,5000",EUR,"1265,00",EUR,"1265,00",,"0,00","-1,50","1263,50",c8a710ef-2ec8-4692-a39c-d6077c74004e
15-06-2026,16:19,ODAX C24750.00 19JUN26,DE000F3FF7W8,ERX,XEUR,1,"273,0000",EUR,"-1365,00",EUR,"-1365,00",,"0,00","-0,75","-1365,75",26447d79-51ea-4f35-b270-773cee6fc4fd
15-06-2026,13:03,ODAX C24750.00 19JUN26,DE000F3FF7W8,ERX,XEUR,-1,"307,0000",EUR,"1535,00",EUR,"1535,00",,"0,00","-0,75","1534,25",62088a72-e725-4eb5-bab5-4b05f55de37b
15-06-2026,13:03,ODAX C25000.00 19JUN26,DE000F1NG3U2,ERX,XEUR,2,"154,0000",EUR,"-1540,00",EUR,"-1540,00",,"0,00","-1,50","-1541,50",5c05d654-9d3c-483e-a242-725f15a35bc6
15-06-2026,11:56,ODAX P23500.00 17JUL26,DE000F3K3P56,ERX,XEUR,-1,"106,0000",EUR,"530,00",EUR,"530,00",,"0,00","-0,75","529,25",d073120a-d54b-49cf-aaaf-9e0ccea7246e
15-06-2026,11:56,ODAX P24000.00 17JUL26,DE000F3K3RC2,ERX,XEUR,1,"173,5000",EUR,"-867,50",EUR,"-867,50",,"0,00","-0,75","-868,25",4ba739d8-1982-43ed-acc2-0af2f0aed327
15-06-2026,11:43,ODAX C24500.00 19JUN26,DE000F1031B8,ERX,XEUR,-1,"478,0000",EUR,"2390,00",EUR,"2390,00",,"0,00","-0,75","2389,25",d5daccc8-f04d-4815-9086-f96707966e58
15-06-2026,11:42,ODAX C25000.00 19JUN26,DE000F1NG3U2,ERX,XEUR,-6,"143,5000",EUR,"4305,00",EUR,"4305,00",,"0,00","-4,50","4300,50",81b3c619-6230-4868-9e1c-3d87b513deb8
15-06-2026,11:41,ODAX C24750.00 19JUN26,DE000F3FF7W8,ERX,XEUR,4,"292,0000",EUR,"-5840,00",EUR,"-5840,00",,"0,00","-3,00","-5843,00",d696a8a3-a27a-4b88-8f89-cf60d98d67de
12-06-2026,14:54,ODAX C24750.00 19JUN26,DE000F3FF7W8,ERX,XEUR,-1,"130,0000",EUR,"650,00",EUR,"650,00",,"0,00","-0,75","649,25",c580a98c-62c0-49bc-8391-19aa317e3353
12-06-2026,14:49,ODAX C25000.00 19JUN26,DE000F1NG3U2,ERX,XEUR,2,"64,0000",EUR,"-640,00",EUR,"-640,00",,"0,00","-1,50","-641,50",9d56cfcc-1330-499c-b9ea-4ac606600395
12-06-2026,10:44,ODAX C24750.00 19JUN26,DE000F3FF7W8,ERX,XEUR,-1,"194,0000",EUR,"970,00",EUR,"970,00",,"0,00","-0,75","969,25",97ff9131-629f-47a2-834e-b77329e76f49
12-06-2026,10:44,ODAX C25000.00 19JUN26,DE000F1NG3U2,ERX,XEUR,2,"103,0000",EUR,"-1030,00",EUR,"-1030,00",,"0,00","-1,50","-1031,50",30750e16-c69b-4d58-bc60-4fbe088467cd
11-06-2026,16:28,ODAX C25000.00 19JUN26,DE000F1NG3U2,ERX,XEUR,1,"43,0000",EUR,"-215,00",EUR,"-215,00",,"0,00","-0,75","-215,75",24bdb8e3-814f-461f-b522-2f322ccdde48
11-06-2026,10:27,ODAX C24750.00 19JUN26,DE000F3FF7W8,ERX,XEUR,-2,"87,0000",EUR,"870,00",EUR,"870,00",,"0,00","-1,50","868,50",8238f83b-36c2-451d-bb9a-2bd646b0cee6
11-06-2026,10:27,ODAX C24500.00 19JUN26,DE000F1031B8,ERX,XEUR,1,"164,5000",EUR,"-822,50",EUR,"-822,50",,"0,00","-0,75","-823,25",7c6bacc6-e99f-49e6-aa88-55c683c9e36c
11-06-2026,09:44,ODAX C25000.00 19JUN26,DE000F1NG3U2,ERX,XEUR,1,"43,0000",EUR,"-215,00",EUR,"-215,00",,"0,00","-0,75","-215,75",8945f9f8-c03c-4173-9aae-727cdaaca570
11-06-2026,09:28,ODAX P24000.00 17JUL26,DE000F3K3RC2,ERX,XEUR,-1,"457,0000",EUR,"2285,00",EUR,"2285,00",,"0,00","-0,75","2284,25",44049f36-c4de-468d-9338-53773d648838
11-06-2026,09:27,ODAX P23500.00 17JUL26,DE000F3K3P56,ERX,XEUR,1,"306,0000",EUR,"-1530,00",EUR,"-1530,00",,"0,00","-0,75","-1530,75",cc280fee-73c0-4d47-b925-2cd5971ee241
11-06-2026,09:24,ODAX C25000.00 19JUN26,DE000F1NG3U2,ERX,XEUR,1,"41,5000",EUR,"-207,50",EUR,"-207,50",,"0,00","-0,75","-208,25",68c36e66-926f-4b8e-8bb8-b916d9c82ca1
11-06-2026,09:23,ODAX C24750.00 19JUN26,DE000F3FF7W8,ERX,XEUR,-2,"86,5000",EUR,"865,00",EUR,"865,00",,"0,00","-1,50","863,50",ffa1e92f-ddd0-45e9-a070-1fed1dd71447
11-06-2026,09:23,ODAX C24500.00 19JUN26,DE000F1031B8,ERX,XEUR,1,"163,0000",EUR,"-815,00",EUR,"-815,00",,"0,00","-0,75","-815,75",59a40993-8898-4335-a81d-7112380f9b8d
10-06-2026,16:23,ODAX P23500.00 17JUL26,DE000F3K3P56,ERX,XEUR,-1,"281,0000",EUR,"1405,00",EUR,"1405,00",,"0,00","-0,75","1404,25",840d8f84-3c79-45ac-b202-32277cb283e0
10-06-2026,16:22,ODAX P24000.00 17JUL26,DE000F3K3RC2,ERX,XEUR,1,"420,0000",EUR,"-2100,00",EUR,"-2100,00",,"0,00","-0,75","-2100,75",0da35bf6-a709-4d75-aae8-32c732cb8c4a
10-06-2026,15:33,ODAX C24750.00 19JUN26,DE000F3FF7W8,ERX,XEUR,1,"111,0000",EUR,"-555,00",EUR,"-555,00",,"0,00","-0,75","-555,75",9d726ce2-1398-4769-891c-de1c84607c29
10-06-2026,15:33,ODAX C24500.00 19JUN26,DE000F1031B8,ERX,XEUR,-1,"197,0000",EUR,"985,00",EUR,"985,00",,"0,00","-0,75","984,25",22fdfd69-a10f-492d-bb3e-4ddccff8e07c
10-06-2026,14:34,ODAX P23500.00 17JUL26,DE000F3K3P56,ERX,XEUR,1,"294,0000",EUR,"-1470,00",EUR,"-1470,00",,"0,00","-0,75","-1470,75",bac7b0a9-c9ba-4414-9ebb-149dcf1cff15
10-06-2026,14:34,ODAX P24000.00 17JUL26,DE000F3K3RC2,ERX,XEUR,-1,"430,0000",EUR,"2150,00",EUR,"2150,00",,"0,00","-0,75","2149,25",7a0fc0e7-c9c7-4189-b8c7-f074f6ad5715
10-06-2026,14:17,ODAX C24750.00 19JUN26,DE000F3FF7W8,ERX,XEUR,-1,"112,0000",EUR,"560,00",EUR,"560,00",,"0,00","-0,75","559,25",854bbf8b-06d3-4d28-958a-5c8a790e26fe
10-06-2026,14:17,ODAX C24500.00 19JUN26,DE000F1031B8,ERX,XEUR,1,"197,0000",EUR,"-985,00",EUR,"-985,00",,"0,00","-0,75","-985,75",2d6b9dc4-746b-4253-a8e6-4765ad5e1a92
10-06-2026,12:05,ODAX C25100.00 19JUN26,DE000F12Q429,ERX,XEUR,1,"45,0000",EUR,"-225,00",EUR,"-225,00",,"0,00","-0,75","-225,75",1633f39c-e0f7-4888-bcba-51c6dd144753
10-06-2026,12:05,ODAX C24500.00 19JUN26,DE000F1031B8,ERX,XEUR,-1,"207,0000",EUR,"1035,00",EUR,"1035,00",,"0,00","-0,75","1034,25",bf5a536d-f1e4-4eeb-8356-3f6133f87178
10-06-2026,12:03,ODAX C24750.00 19JUN26,DE000F3FF7W8,ERX,XEUR,-1,"118,0000",EUR,"590,00",EUR,"590,00",,"0,00","-0,75","589,25",ca77d776-95f3-4461-8fea-5135230fdebe
10-06-2026,12:02,ODAX C24500.00 19JUN26,DE000F1031B8,ERX,XEUR,1,"213,0000",EUR,"-1065,00",EUR,"-1065,00",,"0,00","-0,75","-1065,75",5040ff09-ed2a-4a7f-b5dd-3df329f00d92
10-06-2026,11:50,ODAX C24500.00 19JUN26,DE000F1031B8,ERX,XEUR,1,"213,0000",EUR,"-1065,00",EUR,"-1065,00",,"0,00","-0,75","-1065,75",a086a021-8871-445a-8544-8525a9b72450
10-06-2026,11:49,ODAX C24500.00 19JUN26,DE000F1031B8,ERX,XEUR,-1,"213,0000",EUR,"1065,00",EUR,"1065,00",,"0,00","-0,75","1064,25",74fb7311-30ef-4b07-af32-9d5b298cfc1e
10-06-2026,10:03,ODAX C25550.00 19JUN26,DE000F3JL387,ERX,XEUR,-2,"15,3000",EUR,"153,00",EUR,"153,00",,"0,00","-1,50","151,50",2576b2b1-0240-4359-abe0-a7a832bd4161
10-06-2026,10:01,ODAX C25400.00 19JUN26,DE000F1NG3Y4,ERX,XEUR,2,"28,0000",EUR,"-280,00",EUR,"-280,00",,"0,00","-1,50","-281,50",8b418f96-b408-432f-bf69-b5583a5391b4
10-06-2026,09:48,ODAX C25550.00 19JUN26,DE000F3JL387,ERX,XEUR,1,"17,5000",EUR,"-87,50",EUR,"-87,50",,"0,00","-0,75","-88,25",c81f1769-bee7-44c2-b16d-254f118581c6
10-06-2026,09:23,ODAX C25100.00 19JUN26,DE000F12Q429,ERX,XEUR,-1,"70,0000",EUR,"350,00",EUR,"350,00",,"0,00","-0,75","349,25",493c34a5-b229-401a-a33a-ea4e1f32b9ac
10-06-2026,09:20,ODAX C25100.00 19JUN26,DE000F12Q429,ERX,XEUR,-1,"70,0000",EUR,"350,00",EUR,"350,00",,"0,00","-0,75","349,25",0fc82de3-c875-4b6d-97c2-45a167a749fe
10-06-2026,09:20,ODAX C24750.00 19JUN26,DE000F3FF7W8,ERX,XEUR,1,"172,5000",EUR,"-862,50",EUR,"-862,50",,"0,00","-0,75","-863,25",6e5a5fc5-1c8f-4bd5-87bb-8b856e6c8bc2
09-06-2026,14:54,ODAX P23500.00 17JUL26,DE000F3K3P56,ERX,XEUR,-1,"177,0000",EUR,"885,00",EUR,"885,00",,"0,00","-0,75","884,25",f6314cb1-8cc0-469a-b7a9-60eb51c74f3f
09-06-2026,14:53,ODAX P24000.00 17JUL26,DE000F3K3RC2,ERX,XEUR,1,"274,0000",EUR,"-1370,00",EUR,"-1370,00",,"0,00","-0,75","-1370,75",8e844d30-b004-49af-bbc0-3a5412ad0bd9
09-06-2026,14:41,ODAX P22500.00 17JUL26,DE000F3K3NW9,ERX,XEUR,1,"78,5000",EUR,"-392,50",EUR,"-392,50",,"0,00","-0,75","-393,25",714371f8-a319-478c-b74d-0ebe00540599
09-06-2026,14:36,ODAX P24000.00 17JUL26,DE000F3K3RC2,ERX,XEUR,-1,"267,0000",EUR,"1335,00",EUR,"1335,00",,"0,00","-0,75","1334,25",a987292f-5317-4665-b884-789659138815
09-06-2026,13:38,ODAX P22500.00 17JUL26,DE000F3K3NW9,ERX,XEUR,-1,"77,0000",EUR,"385,00",EUR,"385,00",,"0,00","-0,75","384,25",6ed46446-4d99-4d2d-9020-75ed30022ebd
09-06-2026,13:38,ODAX P24000.00 17JUL26,DE000F3K3RC2,ERX,XEUR,1,"267,0000",EUR,"-1335,00",EUR,"-1335,00",,"0,00","-0,75","-1335,75",4b0296a2-8420-4c52-b281-dbdf6aa51ad6
09-06-2026,13:10,ODAX C25400.00 19JUN26,DE000F1NG3Y4,ERX,XEUR,-1,"72,5000",EUR,"362,50",EUR,"362,50",,"0,00","-0,75","361,75",5d02a910-d4d9-4018-95c8-57e1741d8362
09-06-2026,13:09,ODAX C25550.00 19JUN26,DE000F3JL387,ERX,XEUR,1,"49,0000",EUR,"-245,00",EUR,"-245,00",,"0,00","-0,75","-245,75",20eedccd-9a37-4e94-a4fc-5e2e6b034dd8
09-06-2026,09:24,ODAX C25400.00 19JUN26,DE000F1NG3Y4,ERX,XEUR,-1,"40,5000",EUR,"202,50",EUR,"202,50",,"0,00","-0,75","201,75",549e93fc-147a-49bf-b773-3bfce0968217
08-06-2026,14:37,ODAX C26000.00 19JUN26,DE000F1NG342,ERX,XEUR,-1,"10,5000",EUR,"52,50",EUR,"52,50",,"0,00","-0,75","51,75",4ef163d6-edd1-41ab-b540-308372447259
08-06-2026,14:37,ODAX C25700.00 19JUN26,DE000F2JPFC3,ERX,XEUR,1,"29,0000",EUR,"-145,00",EUR,"-145,00",,"0,00","-0,75","-145,75",538a983b-6219-452f-8d7f-1a07cc65967d
08-06-2026,14:24,ODAX C25250.00 19JUN26,DE000F3HWML8,ERX,XEUR,-1,"106,0000",EUR,"530,00",EUR,"530,00",,"0,00","-0,75","529,25",f6a9f134-b1e0-4430-aeea-33b16bd24db8
08-06-2026,14:23,ODAX C25100.00 19JUN26,DE000F12Q429,ERX,XEUR,1,"150,0000",EUR,"-750,00",EUR,"-750,00",,"0,00","-0,75","-750,75",60681d25-0011-4a6c-b408-eced72618316
08-06-2026,11:02,ODAX C25700.00 19JUN26,DE000F2JPFC3,ERX,XEUR,1,"23,5000",EUR,"-117,50",EUR,"-117,50",,"0,00","-0,75","-118,25",0fd1c807-d5af-406c-b294-2139d9c13784
08-06-2026,09:28,ODAX P22500.00 17JUL26,DE000F3K3NW9,ERX,XEUR,1,"107,0000",EUR,"-535,00",EUR,"-535,00",,"0,00","-0,75","-535,75",7fcd78eb-ed8d-48ac-9841-011c31bc3696
08-06-2026,09:27,ODAX P22000.00 17JUL26,DE000F3MGG77,ERX,XEUR,-1,"74,0000",EUR,"370,00",EUR,"370,00",,"0,00","-0,75","369,25",87fb8831-65f2-47ef-afea-d6c67e6a64a4
08-06-2026,09:27,ODAX P22500.00 17JUL26,DE000F3K3NW9,ERX,XEUR,1,"106,0000",EUR,"-530,00",EUR,"-530,00",,"0,00","-0,75","-530,75",09ca59d2-0d34-4a6d-a7fc-de325e9061f0
08-06-2026,09:26,ODAX P24000.00 17JUL26,DE000F3K3RC2,ERX,XEUR,-1,"352,0000",EUR,"1760,00",EUR,"1760,00",,"0,00","-0,75","1759,25",6665c4bb-d7f6-4b3e-a94e-c651c42c1fc4
08-06-2026,09:22,ODAX C25400.00 19JUN26,DE000F1NG3Y4,ERX,XEUR,-1,"46,0000",EUR,"230,00",EUR,"230,00",,"0,00","-0,75","229,25",60a10c05-98df-4dcf-919b-ee8e32cbe14c
08-06-2026,09:22,ODAX C25250.00 19JUN26,DE000F3HWML8,ERX,XEUR,1,"70,0000",EUR,"-350,00",EUR,"-350,00",,"0,00","-0,75","-350,75",881536c9-bec4-4ad6-a441-c74fd13da516
03-06-2026,10:59,ODAX C26000.00 19JUN26,DE000F1NG342,ERX,XEUR,1,"37,5000",EUR,"-187,50",EUR,"-187,50",,"0,00","-0,75","-188,25",79753484-5522-4af9-92fb-6c66ba5d89bc
03-06-2026,10:59,ODAX C25700.00 19JUN26,DE000F2JPFC3,ERX,XEUR,-2,"82,0000",EUR,"820,00",EUR,"820,00",,"0,00","-1,50","818,50",7ea712a6-11f3-42f5-939c-c536a53300d4
03-06-2026,10:58,ODAX C25400.00 19JUN26,DE000F1NG3Y4,ERX,XEUR,1,"161,0000",EUR,"-805,00",EUR,"-805,00",,"0,00","-0,75","-805,75",914090d1-9669-4360-af55-f3ede8c221de
01-06-2026,17:17,ODAX P23000.00 19JUN26,DE000F1NG292,ERX,XEUR,1,"36,5000",EUR,"-182,50",EUR,"-182,50",,"0,00","-0,75","-183,25",f7eb90d8-7fbb-462f-92a5-f87dd1be514d
01-06-2026,17:16,ODAX P25000.00 19JUN26,DE000F1NG3V0,ERX,XEUR,-1,"380,0000",EUR,"1900,00",EUR,"1900,00",,"0,00","-0,75","1899,25",cb937cfb-9a11-4a96-a265-5bc7af7f9aa6
01-06-2026,17:15,ODAX C25000.00 19JUN26,DE000F1NG3U2,ERX,XEUR,-1,"390,0000",EUR,"1950,00",EUR,"1950,00",,"0,00","-0,75","1949,25",d961e15b-a3ed-4b3d-b206-0e766dab7f0a
01-06-2026,17:14,ODAX C26300.00 19JUN26,DE000F2MC358,ERX,XEUR,-3,"31,5000",EUR,"472,50",EUR,"472,50",,"0,00","-2,25","470,25",01094590-d1b5-44bb-9193-5f22e996494d
